,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
7999,-118.16,33.85,36,-0.2998892334,339,952,339,4.0815,1,5.8377581121,0.1712986357,4.8324873096,216200
8000,-118.13,33.86,37,-0.1715992525,425,1183,413,5.1805,1,5.4697336562,0.1881363435,2.2195121951,201600
8001,-118.13,33.85,36,-0.2398678495,416,1128,403,4.6019,1,5.2357320099,0.1971563981,2.4154175589,208400
8002,-118.13,33.85,36,-0.3429580126,391,1049,405,3.55,1,4.6543209877,0.2074270557,0.8859797297,212800
8003,-118.14,33.86,36,-0.3938158265,348,934,333,4.8571,1,5.3273273273,0.1961668546,1.7169117647,203300
8004,-118.14,33.86,36,-0.4263465002,325,845,308,5.0106,1,5.5292207792,0.1908396947,1.4154103853,210800
8005,-118.1,33.85,28,0.0877297802,470,1352,469,5.2639,1,6.0234541578,0.1663716814,4.5521885522,242000
8006,-118.1,33.85,36,-0.5317275559,253,713,257,5.9493,1,5.7315175097,0.1717583164,1.1943048576,228000
8007,-118.1,33.85,36,-0.7686058419,159,416,157,4.6429,1,6.0891719745,0.1663179916,1.631372549,223700
8009,-118.11,33.85,36,-0.0987488705,389,1138,387,4.8393,1,6.2480620155,0.1608767577,3.7068403909,216300
8010,-118.11,33.86,36,0.0533663925,487,1386,458,4.9904,1,6.0043668122,0.1770909091,4.7142857143,221700
8011,-118.12,33.86,34,-0.2371187784,427,972,396,4.8516,1,5.3434343434,0.2017958412,1.5908346972,213600
8012,-118.12,33.85,37,-0.022691239,453,1333,481,4.3661,1,5.3721413721,0.1753095975,3.3746835443,219900
8013,-118.12,33.85,37,-0.1134105826,409,1101,399,4.6908,1,5.9799498747,0.1714165968,3.1820809249,218200
8014,-118.1,33.84,35,-0.3864849704,269,924,263,5.296,1,6.8060836502,0.1502793296,2.8343558282,226200
8015,-118.1,33.84,36,-0.3292126576,316,850,319,4.7222,1,6.0031347962,0.1650130548,2.103960396,225800
8017,-118.11,33.83,36,-0.4158083946,287,820,288,5.5767,1,5.9930555556,0.1662804171,1.9759036145,218100
8018,-118.1,33.84,36,-0.4932405616,270,697,251,4.5417,1,6.203187251,0.1734104046,2.3627118644,219600
8019,-118.1,33.84,36,-0.0281893811,421,1318,434,5.1836,1,5.9262672811,0.1636858476,4.2516129032,219700
8020,-118.1,33.84,36,-0.8904813237,109,316,104,3.7813,1,6.6346153846,0.1579710145,1.0896551724,209100
8021,-118.11,33.84,37,-0.479037028,272,692,245,4.8594,1,6.4816326531,0.1712846348,1.3595284872,220300
8023,-118.12,33.84,37,-0.2247479589,382,1047,377,4.4423,1,5.6843501326,0.178254783,2.814516129,216000
8024,-118.12,33.84,37,0.0332065383,462,1331,476,5.0719,1,5.6848739496,0.1707317073,2.0699844479,220000
8025,-118.11,33.84,36,-0.7145407786,188,496,196,4.625,1,5.4795918367,0.1750465549,0.9979879276,217400
8026,-118.11,33.84,36,-0.5088186307,263,717,278,4.875,1,5.4784172662,0.1726854892,1.5933333333,218900
8027,-118.11,33.83,36,-0.3892340414,303,964,299,4.2703,1,5.9665551839,0.1698430493,2.9937888199,220900
8028,-118.12,33.83,44,-0.4222228937,314,691,293,4.3594,1,5.843003413,0.183411215,1.7189054726,221300
8029,-118.12,33.84,37,-0.6375667901,221,565,213,4.1094,1,5.8309859155,0.1779388084,0.974137931,215800
8032,-118.13,33.84,46,-0.089127122,429,944,374,4.2841,1,6.5213903743,0.1758917589,3.1052631579,312400
8033,-118.13,33.83,44,-0.4231392507,333,786,344,4.2917,1,4.9709302326,0.1947368421,0.897260274,314700
8034,-118.14,33.84,43,-0.241242385,439,876,429,3.2024,1,4.9114219114,0.2083531087,1.6373831776,339400
8035,-118.13,33.84,48,-0.3383762276,294,881,293,6.3364,1,6.4675767918,0.1551451187,0.8917004049,307400
8037,-118.14,33.84,44,0.1876126939,619,1316,607,4.4286,1,5.0131795717,0.2034176799,3.8820058997,254900
8038,-118.14,33.84,36,0.1688273752,484,1322,471,4.933,1,6.3736730361,0.1612258494,10.1692307692,228900
8039,-118.15,33.84,29,-0.0850035154,354,894,349,7.6526,1,7.0143266476,0.1446078431,7.2096774194,481300
8040,-118.15,33.84,36,0.1619546977,491,1360,497,4.8013,1,6.0100603622,0.1643789756,17,224100
8042,-118.16,33.84,36,-0.0868362295,432,1199,424,4.1538,1,5.7641509434,0.1767594108,7.4012345679,218800
8043,-118.16,33.84,36,-0.5889998688,234,643,221,3.6447,1,6.0995475113,0.1735905045,4.2302631579,211000
8045,-118.16,33.84,36,-0.1894682141,367,1002,351,5.0719,1,6.3247863248,0.1653153153,4.3004291845,219500
8046,-118.17,33.85,37,0.4950504694,708,1956,694,4.2218,1,5.3515850144,0.1906300485,7.6108949416,200500
8048,-118.17,33.84,29,0.9541453294,1372,2515,1272,2.726,1,3.7075471698,0.2909245123,2.0993322204,208700
8049,-118.17,33.84,45,-0.3576197247,328,945,320,5.0787,1,5.790625,0.1770102536,5.1358695652,219200
8050,-118.17,33.83,45,-0.2815620932,363,880,339,4.1023,5,5.9557522124,0.1797919762,0.717196414,217300
8052,-118.18,33.84,35,-0.5583019091,294,591,291,2.9798,5,4.8625429553,0.2077738516,0.8323943662,315600
8053,-118.19,33.84,44,0.0446610009,577,1396,555,4.1771,5,4.9207207207,0.2112779202,4.5177993528,219100
8054,-118.19,33.84,24,-0.6439812891,320,537,273,2.25,5,4.4981684982,0.2605863192,1.2546728972,192000
8055,-118.18,33.85,30,-0.0391856651,717,2086,700,0.7007,1,3.64,0.2813971743,3.9210526316,134400
8056,-118.18,33.85,44,-0.3406671201,465,1378,430,3.8819,1,4.3953488372,0.246031746,1.0649149923,143200
8057,-118.19,33.85,30,0.4121201603,1061,2678,1033,2.2417,5,3.4201355276,0.3003113501,2.5675934803,151900
8058,-118.19,33.85,49,-0.7149989571,260,725,272,3.8026,5,3.9448529412,0.2423112768,0.9017412935,149700
8059,-118.19,33.85,45,-0.6719301778,302,773,287,3.2798,5,4.0662020906,0.2587832048,8.2234042553,150300
8060,-118.2,33.85,33,-0.0350620586,731,2286,700,2.3041,1,3.6528571429,0.2858818928,1.436832181,149100
8061,-118.2,33.85,46,-0.3571615462,462,1360,429,2.4844,1,4.3216783217,0.2491909385,3.6856368564,158200
8062,-118.2,33.84,35,0.3534733119,779,1953,671,2.7813,5,5.0745156483,0.2287812041,8.7972972973,159200
8063,-118.2,33.83,35,0.5055885749,613,1305,583,7.2096,5,6.409948542,0.1640353225,4.1428571429,490300
8064,-118.19,33.83,43,0.0034249356,411,1011,444,6.4468,5,5.9481981982,0.1556228701,5.4064171123,444200
8066,-118.17,33.83,45,-0.3782377574,315,800,302,4.8693,5,5.9867549669,0.1742256637,1.1544011544,277700
8067,-118.17,33.83,46,-0.5825853697,214,531,222,4.3125,5,6.1351351351,0.1571218796,7.375,290500
8070,-118.18,33.83,39,0.4528980471,745,1330,648,3.3125,5,5.5895061728,0.2056874655,3.8218390805,425500
8071,-118.18,33.84,43,-0.0332293446,544,1063,537,3.835,5,4.7690875233,0.2124170246,9.2434782609,418600
8072,-118.17,33.82,50,0.4368617995,693,1513,651,5.5106,5,5.509984639,0.1931976582,5.7748091603,252200
8074,-118.18,33.83,52,-0.0295639166,484,1030,451,4.1301,5,5.6962305987,0.1884001557,5.988372093,268400
8075,-118.18,33.82,52,-0.0071131699,472,943,440,3.7895,5,5.95,0.1802902979,3.9957627119,254000
8077,-118.19,33.83,30,-0.1775555731,552,1032,548,3.5871,5,4.098540146,0.2457702582,3.6466431095,347100
8078,-118.19,33.82,19,0.1463766286,895,1914,855,3.5521,5,3.4538011696,0.3030816119,7.656,290000
8080,-118.2,33.82,43,-0.4011466825,347,954,312,5.2606,5,5.6346153846,0.1973833902,1.8928571429,198900
8081,-118.19,33.82,11,-0.8070928362,203,422,221,4.6364,5,3.9457013575,0.2327981651,0.9701149425,156300
8084,-118.2,33.82,34,0.0794825671,768,2217,744,2.4286,5,3.7728494624,0.27360171,9.0860655738,204800
8085,-118.19,33.81,23,-0.769522199,390,804,373,2.5833,5,2.5576407507,0.4088050314,33.5,181300
8086,-118.2,33.81,45,-0.774103984,178,533,193,3.4808,5,4.8911917098,0.188559322,1.6974522293,206900
8087,-118.2,33.81,46,-0.5706727286,254,742,241,4.6458,5,5.7593360996,0.1829971182,2.0726256983,212100
8088,-118.2,33.81,47,-0.1312795442,437,1219,420,5.3096,5,5.5880952381,0.1861951427,2.0487394958,209900
8090,-118.21,33.81,43,-0.7919729456,199,764,204,3.3214,5,4.4362745098,0.2198895028,0.9283110571,162200
8091,-118.21,33.81,40,-0.3750305079,428,1807,413,3.0882,5,4.3946731235,0.2358126722,100.3888888889,160700
8092,-118.21,33.82,33,-0.621072364,311,1157,320,3.5054,5,3.99375,0.2433489828,2.9742930591,146800
8094,-118.21,33.82,45,-0.998153272,92,394,89,4.9562,5,5.1123595506,0.2021978022,0.9493975904,165700
8096,-118.22,33.82,17,1.2478377498,1332,3030,1266,1.9311,5,4.2314375987,0.2486466306,7.8701298701,138100
8097,-118.21,33.81,45,-0.4309282852,337,1255,333,3.6923,5,5.0840840841,0.1990549321,1.7776203966,159700
8098,-118.21,33.81,45,-0.3745723294,398,1524,388,3.8586,5,4.6804123711,0.2191629956,3.762962963,157900
8099,-118.22,33.81,38,-0.5257712353,359,1345,326,3.3988,5,4.5582822086,0.2415881561,4.735915493,147800
8100,-118.22,33.81,41,-0.8739868976,166,602,183,3.7885,5,3.9672131148,0.2286501377,1.164410058,156900
8102,-118.21,33.8,41,-0.6334431836,279,1053,278,3.2778,5,4.5,0.2230215827,2.5373493976,150800
8104,-118.22,33.8,33,-0.2975983408,477,1764,440,3.875,5,4.5090909091,0.2404233871,0.9240440021,165100
8105,-118.22,33.79,28,0.1715764462,629,2537,596,2.3,5,5.0469798658,0.2091090426,4.6043557169,137500
8106,-118.21,33.79,39,-0.474455243,458,1691,399,2.3605,5,4.0050125313,0.2866082603,4.4854111406,141800
8107,-118.21,33.79,32,-0.2811039147,613,2557,562,2.1397,5,3.5943060498,0.3034653465,7.6101190476,145300
8108,-118.21,33.8,44,-0.5711309071,280,984,302,4.25,5,4.5927152318,0.2018745494,0.8677248677,143100
8109,-118.19,33.8,38,-0.2856856998,595,1535,525,1.9848,5,3.8285714286,0.2960199005,2.2842261905,160400
8111,-118.2,33.79,47,-0.855201579,195,569,195,2.9514,5,3.9333333333,0.2542372881,2.6221198157,185200
8112,-118.2,33.79,48,-0.242158742,592,1807,539,2.7183,5,3.905380334,0.2812351544,64.5357142857,190400
8113,-118.2,33.79,47,-0.0387274866,626,1388,606,3.0135,5,4.2062706271,0.2455865045,1.6064814815,192700
8114,-118.2,33.8,52,-0.3883176844,445,1090,430,2.8988,5,4.1534883721,0.2491601344,27.25,194900
8115,-118.19,33.8,41,-0.2329951719,591,1604,555,2.9943,5,3.8288288288,0.2781176471,1.0629555997,190600
8116,-118.2,33.8,42,0.8904585175,1146,2749,1094,2.5012,5,4.1837294333,0.2503823465,3.8180555556,197500
8117,-118.2,33.8,45,-0.0813380874,495,1300,450,3.9792,5,5.4577777778,0.2015472313,4.5138888889,210200
8118,-118.2,33.8,52,-0.7443223813,216,614,231,4.0074,5,4.367965368,0.2140733399,0.7139534884,200800
8119,-118.18,33.8,42,-0.1523557554,621,2114,561,2.0579,5,4.1016042781,0.2698826597,2.2585470085,132700
8120,-118.19,33.8,36,-0.1409012928,729,2635,657,2.1985,5,3.5403348554,0.3134135856,2.3359929078,141800
8122,-118.19,33.79,41,-0.2380351355,612,2357,529,1.7938,5,3.9962192817,0.2894985809,4.2240143369,142600
8123,-118.19,33.79,43,-0.3713650798,600,2339,560,1.6792,5,3.2553571429,0.3291278113,1.1170009551,130600
8124,-118.18,33.8,30,0.0460355364,758,2951,691,1.7689,5,3.9565846599,0.2772494514,4.5469953775,117600
8125,-118.17,33.79,36,-0.77227127,303,1042,301,1.55,5,3.1495016611,0.3196202532,2.8944444444,100000
8126,-118.18,33.82,43,-0.1940499992,469,1042,418,3.5,5,5.2870813397,0.2122171946,1.7081967213,216700
8127,-118.18,33.81,27,-0.9908224159,132,315,96,1.75,5,4.90625,0.2802547771,1.2209302326,154200
8128,-118.16,33.8,9,0.4263236939,835,1530,807,5.1806,5,4.4163568773,0.2342873176,8.6440677966,175000
8129,-118.16,33.79,25,1.2964046711,1265,3010,1179,3.233,5,4.6335877863,0.2315577522,7.1666666667,199100
8130,-118.17,33.8,26,-0.4785788495,380,883,366,3.5313,5,4.3415300546,0.2391441158,1.9154013015,187500
8131,-118.18,33.8,15,-0.1037888341,589,1591,506,3.0513,5,4.756916996,0.2447029497,0.6231884058,148100
8132,-118.12,33.83,45,-0.4831606346,278,687,285,5.0424,1,5.5403508772,0.176060798,0.5248281131,225900
8133,-118.12,33.83,45,-0.4121429666,331,797,293,4.8917,1,5.9180887372,0.19088812,5.5347222222,222800
8134,-118.12,33.82,43,-0.4991968822,286,701,298,4.1375,1,5.1812080537,0.1852331606,0.4824501032,226000
8135,-118.12,33.82,42,-0.5225639858,277,671,267,3.2794,1,5.5917602996,0.1855324849,0.6230269266,224500
8136,-118.13,33.82,44,-0.4648334944,280,815,284,5.5449,1,5.7007042254,0.1729462631,1.2814465409,232200
8137,-118.13,33.82,44,-0.3887758629,307,779,291,4.3056,1,6.1340206186,0.1719887955,1.4615384615,228600
8138,-118.13,33.83,45,0.207772548,574,1474,567,5.5196,1,5.4444444444,0.1859410431,0.6048420189,227600
8139,-118.1,33.83,36,-0.5615091586,250,702,251,4.875,1,5.609561753,0.1775568182,0.542503864,222500
8140,-118.11,33.83,36,-0.5367675194,233,664,220,5.1171,1,6.6454545455,0.159370725,0.5773913043,225300
8142,-118.11,33.82,36,-0.4084775386,340,857,341,4.6875,1,5.1085043988,0.1951779564,0.5829931973,218200
8144,-118.11,33.83,36,-0.3727396153,313,899,295,4.918,1,6.1694915254,0.171978022,2.4363143631,225200
8145,-118.09,33.83,36,0.0460355364,448,1308,441,5.9265,1,6.1995464853,0.1638624726,0.9812453113,227300
8146,-118.1,33.82,36,-0.0969161565,420,1193,421,4.8462,1,5.7529691211,0.1734104046,0.6242804814,225700
8147,-118.1,33.82,36,-0.32233998,354,915,328,5.2713,1,5.8841463415,0.1834196891,10.8928571429,244400
8148,-118.1,33.83,36,-0.2902674848,343,956,352,5.3735,1,5.6818181818,0.1715,5.3407821229,234400
8150,-118.09,33.82,36,-0.1899263926,393,1042,396,5.2299,1,5.6035353535,0.1771068049,1.1168274384,239800
8152,-118.1,33.81,36,-0.697588174,184,444,177,3.7031,1,6.2768361582,0.1656165617,0.1321035406,245300
8153,-118.1,33.81,36,-0.8144236922,146,451,164,5.1993,1,5.2195121951,0.1705607477,1.3962848297,246000
8154,-118.11,33.81,36,-0.6329850051,209,558,214,3.9722,1,5.8504672897,0.1669329073,1.2025862069,235600
8155,-118.11,33.82,37,-0.2962238053,347,1095,357,4.3203,1,5.5658263305,0.1746351283,3.6019736842,232800
8156,-118.1,33.82,36,-0.315009124,346,871,336,5.2155,1,5.7916666667,0.1778006166,1.7848360656,254800
8157,-118.11,33.82,37,-0.4020630395,345,836,335,4.375,1,5.2417910448,0.1964692483,1.2028776978,218200
8161,-118.13,33.81,37,-0.6439812891,237,572,242,4.325,1,5.0743801653,0.1929967427,0.5685884692,223900
8162,-118.13,33.82,37,-0.5056113812,290,711,283,5.1795,1,5.406360424,0.1895424837,0.9057324841,225400
8163,-118.13,33.82,36,-0.9019357863,114,273,112,3.7321,1,5.9375,0.1714285714,0.3734610123,223700
8164,-118.13,33.81,34,-0.3347107996,343,928,349,5.395,1,5.452722063,0.1802417236,3.7570850202,241900
8165,-118.13,33.81,36,-0.4052702891,322,855,319,4.6473,1,5.4827586207,0.184105203,0.2629151292,227100
8166,-118.13,33.8,36,-0.7365333467,182,505,176,4.3438,1,5.8295454545,0.1773879142,0.3492392808,233600
8167,-118.13,33.8,36,-0.5211894503,271,743,265,4.4312,1,5.6452830189,0.1811497326,2.6823104693,226000
8168,-118.13,33.8,41,-0.5152331298,325,821,314,4.0893,1,4.8057324841,0.2153744201,5.5850340136,223000
8169,-118.15,33.8,44,-0.3424998341,399,1167,372,3.1042,5,5.0698924731,0.2115588547,2.3017751479,219800
8170,-118.12,33.81,36,-0.3938158265,299,784,298,5.0447,1,5.9530201342,0.1685456595,1.1987767584,249200
8171,-118.12,33.81,36,-0.4437572833,291,721,294,4.6875,1,5.6632653061,0.1747747748,0.7975663717,250700
8172,-118.12,33.8,35,-0.3658669378,435,774,418,2.7092,1,4.3899521531,0.2370572207,1.5029126214,256300
8173,-118.12,33.8,36,-0.6306941125,205,530,211,5.3701,1,5.9573459716,0.1630867144,0.7614942529,251400
8174,-118.11,33.8,36,-0.3649505808,319,810,305,4.3897,1,6.0229508197,0.1736526946,0.4155977424,235000
8175,-118.11,33.79,36,-0.2934747343,354,884,337,5.587,1,5.9139465875,0.1776216759,8.0363636364,244900
8176,-118.11,33.79,36,-0.1880936786,370,1039,370,5.7942,1,6.0081081081,0.1664417454,2.0452755906,257000
8177,-118.09,33.81,36,-0.5784617632,250,666,257,5.0795,1,5.3346303502,0.1823486506,1.3731958763,243300
8178,-118.09,33.8,36,-0.4167247516,322,838,328,4.4831,1,5.256097561,0.186774942,2.0095923261,253900
8180,-118.11,33.8,35,-0.7328679187,180,444,177,5.4602,1,5.8418079096,0.1740812379,0.5467980296,231600
8181,-118.11,33.81,37,-0.4304701067,280,776,271,6.2187,1,6.2509225092,0.1652892562,0.9282296651,257900
8182,-118.1,33.81,36,-0.3076782679,325,786,315,5.62,1,6.2285714286,0.1656472987,0.9323843416,239600
8183,-118.1,33.8,37,-0.3754886864,329,850,328,5.0574,1,5.5304878049,0.1813671444,425,240800
8184,-118.09,33.79,36,0.7223070069,657,1911,631,5.8491,1,6.6719492868,0.1560570071,3.052715655,247300
8185,-118.1,33.78,35,0.8396007036,740,2134,743,5.7389,1,6.0107671602,0.1656963726,2.959778086,251800
8186,-118.1,33.79,35,-0.1207414387,379,996,380,5.7368,1,6.2368421053,0.1599156118,1.6655518395,287200
8187,-118.1,33.79,36,0.3323971008,596,1522,565,5.1805,1,5.9451327434,0.17743376,1.7863849765,249400
8188,-118.11,33.78,16,0.6192168437,567,1327,564,7.9767,1,7.0656028369,0.1422835634,5.2039215686,500001
8189,-118.13,33.79,29,0.1390457725,524,1132,528,4.6133,5,5.5625,0.178413347,5.8051282051,500001
8190,-118.13,33.78,31,0.1857799798,739,1199,697,3.7232,5,4.3601147776,0.2431720961,6.6983240223,500001
8191,-118.13,33.79,36,-0.6361922546,211,508,221,5.3441,5,5.6334841629,0.1694779116,0.8480801336,480600
8192,-118.12,33.79,43,-0.5326439129,301,767,311,4.3317,1,4.729903537,0.2046227056,0.6775618375,232400
8193,-118.12,33.79,41,-0.3993139685,314,738,300,4.1687,1,5.8733333333,0.1782065834,1.3872180451,240700
8197,-118.13,33.79,20,1.8530915523,1797,3625,1599,3.7716,5,4.1763602251,0.2690925427,9.3427835052,242900
8198,-118.14,33.8,43,-0.0584291623,531,1230,543,3.4211,5,4.6151012891,0.2118914605,2.1693121693,203900
8199,-118.15,33.79,5,0.4886359703,993,1657,848,3.7826,5,4.3632075472,0.2683783784,2.851979346,196300
8200,-118.14,33.79,23,-0.0277312026,688,1478,604,3.4833,5,4.2599337748,0.2673921492,105.5714285714,209400
8201,-118.14,33.79,44,-0.1124942256,619,1461,592,3.1711,5,4.0337837838,0.2592127303,1.1238461538,215400
8202,-118.14,33.78,44,-0.243991456,496,1038,500,3.108,5,4.202,0.2360780581,3.9318181818,217900
8203,-118.15,33.79,25,0.6320458418,1097,2297,969,3.0453,5,4.1413828689,0.2733615749,2.7741545894,185900
8205,-118.16,33.78,14,-0.4235974292,558,1939,520,1.9808,5,3.2865384615,0.3265067291,0.9255369928,139100
8206,-118.16,33.78,33,-0.2682749167,585,2074,597,2.0156,5,3.4304857621,0.2856445313,6.1,152700
8207,-118.16,33.79,25,0.5078794675,1180,3916,1063,2.4,5,3.5202257761,0.3153393907,3.7545541707,153700
8208,-118.16,33.79,26,0.1958599069,844,2135,769,2.875,5,3.9804941482,0.2757268866,4.0359168242,164000
8209,-118.17,33.79,32,-0.2119189608,672,3002,648,2.375,5,3.350308642,0.3095347766,4.2103786816,139700
8211,-118.18,33.78,36,-0.4290955712,550,1379,434,1.2746,5,3.9101382488,0.3241013553,2.9092827004,129700
8212,-118.18,33.79,27,-0.4827024561,510,1896,448,2.0186,5,3.5267857143,0.3227848101,5.0695187166,130000
8213,-118.17,33.79,28,-0.6481048957,408,1816,348,1.7589,5,3.5028735632,0.3347005742,7.264,118300
8214,-118.18,33.79,20,-0.6316104695,360,1201,318,1.2206,5,3.9465408805,0.2868525896,1.5241116751,162500
8215,-118.19,33.78,29,-0.6705556423,369,1398,373,2.2543,5,3.1367292225,0.3153846154,2.9308176101,156300
8216,-118.19,33.79,37,-0.3663251163,551,1967,476,2.137,5,3.8529411765,0.300436205,1.5451688924,126600
8218,-118.19,33.78,24,-1.1035343276,72,439,71,2.8533,5,3.1690140845,0.32,1.5512367491,137500
8220,-118.21,33.79,33,-1.1919627787,18,96,36,4.5938,5,0.8888888889,0.5625,6.4,112500
8221,-118.21,33.79,44,-1.151184892,29,153,30,2.1964,5,4.0333333333,0.2396694215,2.9423076923,150000
8223,-118.23,33.76,21,-1.1841737442,14,29,16,5,5,3.0625,0.2857142857,0.2478632479,87500
8224,-118.19,33.78,21,0.0492427859,1029,2924,969,1.3274,5,2.8286893705,0.3754104341,3.5485436893,218800
8225,-118.19,33.78,35,-0.5143167728,593,914,539,0.9318,5,2.8033395176,0.3924553276,2.5892351275,187500
8226,-118.2,33.78,46,-0.3411252986,651,1545,587,1.7064,5,3.2180579216,0.3446267867,2.9261363636,175000
8227,-118.2,33.78,48,-0.3974812545,497,1908,466,1.9872,5,3.7896995708,0.2814269536,15.0236220472,168800
8228,-118.2,33.78,52,0.0130466842,893,3018,763,2.3305,5,3.4888597641,0.3354620586,5.0049751244,162500
8229,-118.19,33.77,35,-0.4854515271,603,820,514,1.2321,5,3.0622568093,0.3831003812,2.7796610169,137500
8230,-118.2,33.77,40,-0.2746894157,899,1257,797,1.2864,5,2.5520702635,0.441986234,1.6827309237,131300
8231,-118.2,33.77,24,-0.1051633696,819,1566,753,1.5076,5,3.192563081,0.3406821963,3.7197149644,145800
8232,-118.2,33.77,22,-0.6943809245,437,1190,399,1.9797,5,2.8020050125,0.3908765653,12.0202020202,143800
8233,-118.2,33.77,52,-0.5766290492,457,1089,317,2.2344,5,4.3375394322,0.3323636364,1.3010752688,200000
8234,-118.2,33.77,41,-0.6760537843,396,1209,336,2.7813,5,3.4464285714,0.3419689119,2.6455142232,129200
8235,-118.2,33.77,42,-0.9697462048,233,995,212,2.225,5,2.4386792453,0.4506769826,2.5979112272,106300
8236,-118.18,33.77,45,-0.5495965175,627,735,518,1.5,5,2.7683397683,0.4372384937,2.859922179,162500
8237,-118.19,33.76,25,-0.5459310895,392,632,385,4.6629,5,3.7454545455,0.2718446602,1.1924528302,162500
8238,-118.19,33.77,52,-0.4909496691,616,692,512,1.4048,5,3.05078125,0.3943661972,2.9827586207,200000
8239,-118.18,33.77,39,-0.4529208534,547,1339,499,1.5536,5,3.2965931864,0.3325227964,5.7965367965,155000
8240,-118.18,33.77,36,-0.3667832948,688,1128,620,1.1483,5,2.9564516129,0.3753409711,2.4791208791,112500
8242,-118.19,33.77,31,-0.4226810722,691,1092,568,1.0714,5,3.0123239437,0.4038573933,3.4556962025,150000
8244,-118.18,33.78,17,-0.556469195,436,1300,360,2.0769,5,3.9416666667,0.3072586328,4.0498442368,100000
8245,-118.18,33.78,52,-0.6659738573,381,1046,332,1.5603,5,3.5542168675,0.3228813559,7.1156462585,162500
8246,-118.19,33.78,31,-0.4515463179,484,898,457,1.5844,5,3.6061269147,0.2936893204,2.0316742081,162500
8248,-118.19,33.78,29,-0.7424896673,392,1083,316,1.8438,5,3.2056962025,0.3869693978,5.1818181818,162500
8249,-118.19,33.78,42,-0.7388242392,300,533,187,1.8036,5,5.4598930481,0.2938295788,1.629969419,175000
8250,-118.17,33.78,29,0.131256738,962,3580,772,1.7393,5,3.7823834197,0.3294520548,19.7790055249,140200
8251,-118.17,33.78,23,0.5197921085,1261,3940,1098,1.9647,5,3.4316939891,0.3346602972,14.0714285714,186200
8252,-118.18,33.78,26,0.1871545153,1253,4812,1141,1.7701,5,2.6660823839,0.4119000657,27.4971428571,146200
8254,-118.17,33.77,36,0.1372130585,881,2077,838,2.2538,5,3.5,0.3003750426,6.0202898551,181300
8255,-118.17,33.77,45,-0.0575128053,797,1340,720,2.6786,5,3.4833333333,0.3177830941,2.6640159046,191100
8257,-118.17,33.77,39,0.1463766286,878,1379,785,2.1378,5,3.7617834395,0.2973247545,2.9340425532,180400
8258,-118.17,33.77,12,0.813484529,1401,3068,1262,2.2808,5,3.4936608558,0.3177591291,4.6626139818,154700
8259,-118.18,33.77,29,-0.3928994695,606,1391,488,1.1295,5,3.6393442623,0.3412162162,4.067251462,137500
8261,-118.17,33.77,37,-0.6902573179,327,492,331,2.675,5,3.4048338369,0.2901508429,1.3442622951,241700
8262,-118.18,33.74,30,1.5035013545,1750,2136,1503,4.0968,5,3.9354624085,0.2958579882,7.6559139785,310000
8265,-118.18,33.77,37,0.0089230777,754,1087,698,2.3523,5,3.8008595989,0.2842065586,1.6544901065,325000
8266,-118.18,33.77,41,-0.2682749167,601,852,533,2.5726,5,3.8424015009,0.2934570313,3.6101694915,193800
8268,-118.16,33.77,49,0.3429352064,787,1314,756,3.8125,5,4.4735449735,0.2327025429,3.8647058824,382100
8269,-118.17,33.74,36,-0.2875184138,453,807,426,3.7838,5,4.7089201878,0.2258225324,2.1015625,500001
8270,-118.16,33.77,30,0.8272298841,1105,1749,1011,3.8984,5,4.390702275,0.2489299392,13.992,306300
8272,-118.16,33.77,30,0.0762753176,757,1292,742,2.7614,5,3.7735849057,0.2703571429,2.8775055679,272200
8274,-118.16,33.77,29,0.2036489415,786,1460,736,2.875,5,4.1820652174,0.2553606238,1.2436115843,232500
8276,-118.16,33.78,15,0.9917159666,1374,3087,1212,2.127,5,3.9587458746,0.2863693206,3.6105263158,163300
8277,-118.16,33.78,39,0.660452909,1085,2470,1025,2.3317,5,3.9756097561,0.2662576687,4.6603773585,222500
8278,-118.16,33.78,52,0.281539287,853,1819,815,3.1739,5,3.9852760736,0.2626231527,2.6135057471,222900
8280,-118.15,33.78,13,0.1935690144,861,1600,824,3.3003,5,3.7087378641,0.2817408377,2.0779220779,207800
8282,-118.15,33.78,35,0.0616136055,752,1277,651,3.6193,5,4.2519201229,0.2716763006,3.2659846547,250000
8283,-118.14,33.78,42,-0.3370016921,488,940,483,3.4107,5,3.9296066253,0.2571127503,1.1058823529,233300
8284,-118.13,33.78,45,-0.7411151318,172,361,163,7.5,5,6.2331288344,0.1692913386,0.6811320755,434500
8285,-118.14,33.77,49,0.0726098896,690,1301,648,3.2917,5,4.3086419753,0.2471346705,0.5571734475,307400
8286,-118.14,33.77,51,0.0817734597,621,1171,566,3.875,5,4.9681978799,0.2208392603,0.6222104145,342900
8287,-118.15,33.77,52,-0.1967990702,498,899,445,4.1765,5,4.9528089888,0.2259528131,1.2247956403,393900
8288,-118.15,33.77,41,0.3731749876,896,1621,838,4.5,5,4.1145584726,0.2598607889,1.1156228493,339800
8289,-118.15,33.77,27,0.1876126939,787,1398,747,3.5528,5,4.0736278447,0.2586263556,3.3127962085,271100
8290,-118.14,33.76,37,0.278790216,698,1080,629,3.901,5,5.1542130366,0.215299198,1.3075060533,432500
