,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,median_house_value
11892,-117.37,33.98,52,-1.1219564837,44,130,24,2.025,2,8.375,0.2189054726,5.4166666667,125000
11899,-117.35,33.96,25,-0.1141924223,316,951,314,8.2405,2,7.6305732484,0.1318864775,3.0286624204,235200
11905,-117.39,33.96,52,-0.2996761038,345,948,358,3.2917,2,5.5642458101,0.1731927711,2.6480446927,129300
11910,-117.41,33.96,32,0.088278626,617,1393,595,2.3798,2,4.7680672269,0.217483257,2.3411764706,118800
11911,-117.41,33.96,24,0.8430686565,901,2398,823,3.864,2,5.4447144593,0.2010711895,2.9137302552,123400
11913,-117.44,33.96,29,-1.1573085715,22,50,18,12.5381,2,6.8888888889,0.1774193548,2.7777777778,112500
11916,-117.4,33.95,46,-0.2092298532,423,866,389,3.1384,2,5.6272493573,0.1932389219,2.2262210797,111500
11922,-117.41,33.96,27,-0.1394439136,418,1272,415,3.0208,2,5.6409638554,0.1785561726,3.065060241,112700
11930,-117.38,33.94,21,-0.0811359246,380,1164,385,4.0625,2,6.4103896104,0.1539708266,3.0233766234,136800
11939,-117.41,33.94,29,0.2462152261,714,1603,706,3.25,2,4.5056657224,0.2244577177,2.2705382436,112500
11944,-117.43,33.95,36,-0.1656136409,444,1425,405,4.0526,2,5.6395061728,0.1943957968,3.5185185185,104500
11948,-117.44,33.93,34,-0.4902100835,272,880,284,4.6327,2,5.5528169014,0.1724793912,3.0985915493,116000
11955,-117.44,33.92,33,-0.0972050554,525,1466,517,3.0437,2,4.7059961315,0.215782984,2.835589942,110800
11956,-117.45,33.91,29,-0.1490853921,422,1358,415,3.7333,2,5.5903614458,0.1818965517,3.2722891566,121400
11971,-117.42,33.98,16,3.4099975254,2043,5913,1909,3.0606,2,5.2760607648,0.2028395552,3.0974332111,119500
11972,-117.45,34.01,26,0.1823978208,598,1720,551,2.76,2,5.5208711434,0.1965811966,3.1215970962,95200
11973,-117.43,34.01,34,-0.2496322392,426,1150,377,3.0909,2,5.5729442971,0.2027605902,3.050397878,98300
11979,-117.49,33.99,21,-0.2730472584,392,1153,336,4.84,2,6.1011904762,0.1912195122,3.431547619,116400
11988,-117.48,34,12,1.8852665696,1153,3266,1134,3.8529,2,5.9532627866,0.1707895127,2.8800705467,145500
11989,-117.51,34,36,0.5262772203,746,2258,672,3.2067,2,5.6413690476,0.1967818518,3.3601190476,124700
11991,-117.53,33.97,34,-0.6205996021,215,774,217,3.8906,2,5.9585253456,0.1662799691,3.5668202765,141000
11994,-117.53,34.02,19,-1.0967049924,34,101,28,5.3269,2,9.1428571429,0.1328125,3.6071428571,375000
11998,-117.55,33.94,30,1.264079884,926,2672,864,4.4762,2,6.2476851852,0.1715450167,3.0925925926,163900
11999,-117.56,33.94,29,-1.0921138122,42,136,40,1.625,2,6.65,0.1578947368,3.4,164300
12003,-117.59,33.91,7,3.4793243469,1491,5205,1509,5.4872,2,6.774685222,0.1458475986,3.449304175,203400
12004,-117.57,33.9,7,0.5290319285,850,2369,720,3.5525,2,5.2736111111,0.2238609428,3.2902777778,137600
12008,-117.6,33.91,15,-0.3584432108,271,1006,288,7.2379,2,6.4722222222,0.1453862661,3.4930555556,251000
12009,-117.55,33.93,25,1.167205981,934,2725,860,4.1865,2,6.0313953488,0.1800655485,3.1686046512,154300
12017,-117.49,33.91,17,1.2484698712,1020,3754,936,3.2857,2,5.7307692308,0.1901565996,4.0106837607,139100
12022,-117.47,33.95,15,1.6543302039,1249,3795,1128,4.1264,2,5.5390070922,0.1999039693,3.3643617021,124600
12038,-117.49,33.93,26,0.1493413231,576,2156,558,3.9522,2,5.3225806452,0.1939393939,3.8637992832,124600
12042,-117.49,33.9,7,3.4848337632,2238,5271,2094,3.6071,2,4.8877745941,0.2186614558,2.5171919771,159100
12043,-117.48,33.91,22,0.4436359761,666,1869,649,4.2207,2,5.56394453,0.1844364442,2.8798151002,141100
12044,-117.44,33.88,5,-0.0255826438,351,1109,360,6.8089,2,7.1916666667,0.1355735805,3.0805555556,334100
12052,-117.55,33.88,19,-0.0792994525,618,2143,610,2.2372,2,4.0524590164,0.25,3.5131147541,108800
12054,-117.56,33.88,40,-0.6651340504,294,1052,258,2.0682,2,4.6356589147,0.245819398,4.0775193798,113000
12057,-117.58,33.87,42,-0.8630139185,171,590,177,1.6875,2,4.3220338983,0.2235294118,3.3333333333,113500
12060,-117.58,33.88,16,-0.4158329637,478,1235,420,2.2969,2,4.1404761905,0.2748706153,2.9404761905,116100
12063,-117.58,33.87,17,0.0584359545,449,1685,461,5.0464,2,6.0130151844,0.161976912,3.6550976139,163900
12068,-117.58,33.85,6,6.3295290363,2640,8222,2553,5.2861,2,6.4359576968,0.1606719007,3.2205248727,195100
12074,-117.64,33.88,13,2.4632961611,1366,3920,1309,5.536,1,6.1191749427,0.170536829,2.9946524064,204800
12079,-117.52,33.84,20,-0.8983660063,146,575,144,3.55,2,4.7777777778,0.2122093023,3.9930555556,111000
12085,-117.33,33.9,2,4.6794588601,1842,4636,1453,5.1512,2,8.834824501,0.14349147,3.1906400551,187800
12095,-117.4,33.85,9,2.2465924541,1125,3450,1077,5.4625,2,6.9990714949,0.1492438313,3.2033426184,223600
12112,-117.34,34.02,28,0.0175744504,708,2047,636,2.275,2,4.2185534591,0.2638837123,3.2185534591,85400
12113,-117.32,34.01,23,0.1727563423,527,1580,533,4.4063,2,5.6679174484,0.1744455478,2.9643527205,129900
12115,-117.23,33.94,7,4.8438231125,2696,6763,2437,3.5851,2,5.4144439885,0.2043198181,2.7751333607,142000
12117,-117.23,33.96,5,3.0000051305,1361,4573,1294,5.253,2,7.0935085008,0.1482732324,3.5340030912,163300
12118,-117.21,33.95,5,2.6437295443,1240,3962,1150,5.2174,2,7.3069565217,0.1475663454,3.4452173913,155500
12123,-117.27,33.92,13,2.6620942653,1744,4885,1470,3.0907,2,5.743537415,0.2065616487,3.3231292517,127200
12125,-117.24,33.94,15,-0.4938830277,423,1123,369,1.6111,2,4.2520325203,0.2695984704,3.0433604336,113900
12126,-117.24,33.93,12,2.0477943499,1447,4520,1333,3.2705,2,5.3300825206,0.2036593948,3.3908477119,113200
12130,-117.23,33.89,5,4.1918755193,2031,6686,1911,4.1953,2,6.1616954474,0.1724840764,3.4986917844,136600
12137,-117.13,33.89,4,-0.4746000707,239,275,84,3.5781,2,19.1785714286,0.148355059,3.2738095238,244400
12140,-117.24,33.85,8,-0.7408885243,201,606,179,2.8194,2,5.7597765363,0.1949563531,3.3854748603,136300
12148,-117.2,33.72,16,1.2526019334,1079,1573,933,1.9912,1,5.7588424437,0.2008189094,1.6859592712,98600
12153,-117.27,33.68,8,10.8706654058,4072,9360,3361,5.3238,1,7.8315977388,0.1546994909,2.7848854508,228900
12156,-117.22,33.66,12,-0.3561476206,356,1007,323,3.125,1,5.786377709,0.1904761905,3.1176470588,117200
12159,-117.11,33.83,14,0.0322662272,500,1540,464,3.8036,2,5.8512931034,0.1841620626,3.3189655172,139600
12160,-117.11,33.78,13,-0.3354873096,339,930,304,4.1875,2,6.2960526316,0.1771159875,3.0592105263,161200
12166,-117.06,33.78,17,0.0772597935,565,1345,488,2.5847,2,5.7643442623,0.2008531817,2.756147541,145300
12167,-117.14,33.81,13,0.8499554269,756,2044,695,3.2778,2,6.4690647482,0.1681494662,2.9410071942,148800
12185,-117.39,33.69,5,1.7833423684,997,3464,1006,5.3275,1,6.4900596421,0.1527033236,3.4433399602,168700
12186,-117.37,33.7,8,0.7806286053,865,2425,785,3.2481,1,5.5350318471,0.1990794016,3.0891719745,123800
12198,-117.36,33.6,10,0.6667673355,813,2082,731,3.2258,1,5.6046511628,0.1984378814,2.8481532148,159300
12209,-117.1,33.56,6,-0.3566067387,289,750,247,4.3833,1,7.5627530364,0.1547109208,3.036437247,307600
12215,-117.12,33.49,4,8.8808478924,4055,8824,3252,3.9963,1,6.7613776138,0.1844187739,2.7134071341,191100
12222,-117.02,33.71,6,2.5863397914,1579,3062,1446,3.0043,2,5.724757953,0.1907465571,2.1175656985,134700
12224,-116.89,33.73,15,-0.2528460654,316,937,277,5.3623,2,7.559566787,0.1509073543,3.3826714801,201300
12225,-116.95,33.68,11,-0.6711025847,178,543,147,4.4792,2,8.0476190476,0.1504649197,3.693877551,173900
12230,-116.95,33.75,19,-0.18673307,573,1190,507,2.0714,2,4.4142011834,0.2560321716,2.3471400394,85800
12233,-116.93,33.74,15,0.5106672076,666,1693,654,3.6806,2,5.744648318,0.1772690977,2.5886850153,112800
12235,-116.96,33.73,20,0.9596846344,973,2306,904,3.069,2,5.2378318584,0.2054910243,2.5508849558,87000
12240,-116.93,33.73,13,0.4399630319,573,1644,515,4.0433,2,6.9961165049,0.1590341382,3.1922330097,132300
12247,-116.96,33.74,19,0.461082461,755,1717,696,2.2115,2,5.242816092,0.2069060016,2.466954023,87600
12259,-116.95,33.79,8,3.8346816971,2205,5060,1949,2.1979,2,5.6423807081,0.2005092298,2.5962031811,95300
12264,-116.89,33.79,12,-0.892397472,130,434,110,2.0577,2,6.3727272727,0.1854493581,3.9454545455,56700
12266,-116.88,33.74,20,0.2140769644,623,1000,508,1.5982,2,6.124015748,0.200257152,1.968503937,140000
12267,-116.89,33.75,23,0.0341026993,538,930,485,2.0154,2,5.606185567,0.1978668628,1.9175257732,81700
12269,-116.86,33.73,13,-0.0186958734,443,978,417,2.933,2,6.2446043165,0.1701228879,2.345323741,170700
12272,-117.04,34,21,0.9087225338,852,2174,812,3.5255,2,5.6945812808,0.1842560554,2.6773399015,132100
12274,-117.01,33.97,18,0.9780493554,886,1868,836,2.3355,2,5.711722488,0.1855497382,2.2344497608,118800
12275,-116.95,33.97,14,1.2282686781,974,1947,843,3.1393,2,6.3107947805,0.1830827068,2.3096085409,116300
12287,-116.95,33.86,1,-1.2114844983,2,8,2,1.625,2,3,0.3333333333,4,55000
12292,-116.97,33.93,29,0.068077433,722,1583,626,1.424,2,4.4616613419,0.2585034014,2.5287539936,73200
12301,-116.87,33.93,32,0.2278505051,812,2589,721,1.4556,2,4.3564493759,0.2585163961,3.5908460472,54600
12303,-116.89,33.92,10,0.0038009097,621,1967,598,2.6643,2,4.4364548495,0.2340746325,3.2892976589,81000
12306,-116.71,33.75,25,3.6822545133,2161,1874,852,3.0625,2,12.5176056338,0.2026254102,2.1995305164,150500
12307,-116.68,33.71,21,0.3743091546,711,658,255,3.5882,2,13.568627451,0.2054913295,2.5803921569,161100
12311,-116.87,33.57,12,-0.6848761254,265,446,195,3.038,2,5.9128205128,0.2298352125,2.2871794872,128100
12318,-116.69,33.5,13,-0.6692661126,255,442,179,1.9107,2,6.6312849162,0.2148272957,2.469273743,155700
12325,-116.44,33.93,17,1.2158724915,1266,1201,599,1.6849,2,8.83639399,0.2391838277,2.0050083472,88400
12328,-116.51,33.96,16,1.0414076426,1395,2518,1132,1.4665,2,4.3401060071,0.2839405658,2.2243816254,61100
12329,-116.53,33.95,18,0.1585236836,648,1280,532,2.625,2,5.6203007519,0.216722408,2.4060150376,68200
12333,-116.47,33.94,18,-0.1890286601,471,919,388,3.2578,2,5.7551546392,0.210927004,2.368556701,85200
12335,-116.5,33.98,5,0.774660071,868,1420,567,4.0417,2,7.6402116402,0.2003693444,2.5044091711,146400
12339,-116.54,33.87,16,0.460623343,1035,1687,581,1.9167,2,6.2788296041,0.2837171053,2.9036144578,70400
12345,-116.5,33.82,16,-1.0567617244,85,29,14,2.1042,2,24.5,0.2478134111,2.0714285714,87500
12348,-116.54,33.82,12,3.1391178916,2501,2725,1300,1.5595,2,7.2938461538,0.2637629192,2.0961538462,115600
12349,-116.56,33.83,36,-0.4038958951,399,451,264,2.6083,2,6.6856060606,0.2260623229,1.7083333333,321900
12365,-116.46,33.82,6,1.0184517414,920,3010,828,3.9508,2,5.8731884058,0.1891836315,3.6352657005,104200
12366,-116.47,33.81,7,3.4251484202,2481,6274,2095,2.4497,2,4.8233890215,0.2455220188,2.9947494033,90900
12382,-116.47,33.78,27,-0.3965500067,441,759,340,3.3162,2,5.2382352941,0.2476137002,2.2323529412,113600
12388,-116.37,33.72,19,1.6277013585,1355,2242,1043,3.0021,2,5.9348034516,0.218901454,2.1495685523,152300
12394,-116.42,33.68,15,0.5740254948,782,900,529,2.2208,2,7.3629489603,0.2007702182,1.7013232514,138300
12401,-116.31,33.66,7,0.8504145449,831,2248,713,3.6354,2,6.3071528752,0.1847898599,3.1528751753,98000
12402,-116.31,33.65,8,0.1993851877,558,1572,474,4.5938,2,6.4957805907,0.1812276713,3.3164556962,102600
12404,-116.25,33.69,5,-0.4502668154,444,907,374,2.7667,2,4.449197861,0.2668269231,2.4251336898,92900
12435,-115.84,33.49,20,-0.4521032875,379,637,250,2.0347,2,6.64,0.228313253,2.548,68900
12437,-116.17,33.67,18,0.4316989075,800,3873,788,2.5714,2,4.5494923858,0.2231520223,4.9149746193,65900
12439,-116.19,33.67,16,-0.3607388009,476,1994,477,1.7297,2,3.8972746331,0.2560516407,4.180293501,67500
12442,-116.19,33.69,11,1.3990605829,1346,5682,1273,2.5383,2,4.4713275727,0.2364722417,4.4634721131,74000
12444,-115.22,33.54,18,-0.4309838585,397,3424,283,1.625,2,6.0282685512,0.2327080891,12.0989399293,53500
12445,-114.67,33.92,17,-1.1697047581,24,29,15,1.2656,2,6.4666666667,0.2474226804,1.9333333333,27500
12447,-114.98,33.82,15,-0.9185671993,129,137,52,3.2097,2,12.3846153846,0.200310559,2.6346153846,71300
12451,-114.56,33.69,17,-0.8836742295,174,333,117,1.6509,2,6.1538461538,0.2416666667,2.8461538462,85700
12457,-114.6,33.62,16,0.5033213192,801,2434,824,2.6797,2,4.5400485437,0.2141138733,2.9538834951,86500
12472,-121.46,38.58,40,-0.5742286818,397,689,353,1.7765,2,3.9490084986,0.2847919656,1.9518413598,109800
12473,-121.47,38.58,44,-0.2537643014,555,878,528,1.5922,2,3.9621212121,0.2652963671,1.6628787879,115100
12476,-121.48,38.58,52,-0.9497872249,146,273,127,2.01,2,4.5354330709,0.2534722222,2.1496062992,94300
12478,-121.49,38.58,52,-0.226676338,664,1146,603,1.4034,2,3.5671641791,0.3086936309,1.9004975124,90300
12482,-121.5,38.58,5,-0.8648503906,306,2031,295,0.7526,2,2.5796610169,0.4021024967,6.8847457627,162500
12487,-121.48,38.57,47,-0.0949094653,804,1148,747,1.4301,2,3.2637215529,0.329778507,1.5368139224,141700
12489,-121.49,38.57,49,-0.6017757632,492,634,421,1.7568,2,3.1686460808,0.3688155922,1.5059382423,93800
12494,-121.47,38.57,52,-1.0131455122,103,176,99,3.0217,2,4.4242424242,0.2351598174,1.7777777778,200000
12495,-121.47,38.57,50,0.2700893633,968,1223,837,1.2041,2,3.86260454,0.2994123105,1.4611708483,168100
12498,-121.45,38.56,52,0.2411649278,476,1027,457,4.63,2,6.9365426696,0.1501577287,2.2472647702,233800
12503,-121.46,38.57,52,-0.4681724184,419,614,383,2.0549,2,4.2428198433,0.2578461538,1.6031331593,156700
12507,-121.43,38.56,50,-0.5104112765,288,532,257,2.5417,2,5.9649805447,0.1878669276,2.0700389105,125900
12510,-121.45,38.56,52,0.3559444337,555,1301,530,4.0417,2,6.4528301887,0.1622807018,2.4547169811,173800
12515,-121.45,38.56,51,-0.6403416771,235,452,232,2.625,2,5.3879310345,0.188,1.9482758621,121200
12528,-121.49,38.56,42,-0.8010329853,239,506,231,1.2813,2,3.8961038961,0.2655555556,2.1904761905,87500
12529,-121.49,38.56,35,-0.5159206928,457,987,455,1.9013,2,3.3428571429,0.3004602235,2.1692307692,86900
12531,-121.5,38.57,41,-0.6981905481,344,807,316,1.4712,2,3.5569620253,0.3060498221,2.5537974684,94600
12532,-121.5,38.57,44,-0.5829519242,351,766,321,2.1719,2,4.2834890966,0.2552727273,2.3862928349,87500
12533,-121.51,38.57,36,-0.9327998581,166,425,147,2.2031,2,4.1700680272,0.2707993475,2.8911564626,93800
12540,-121.49,38.55,52,-0.0595573775,460,836,442,3.3844,2,5.6900452489,0.1829025845,1.8914027149,151100
12547,-121.5,38.54,44,-0.6784484731,201,452,209,3.7344,2,5.5837320574,0.1722365039,2.1626794258,179800
12552,-121.48,38.55,52,-0.1968336665,333,714,327,4.8603,2,6.7767584098,0.1502707581,2.1834862385,191900
12553,-121.48,38.56,52,-0.8405171353,216,327,181,2.8542,2,4.4972375691,0.2653562654,1.8066298343,125000
12560,-121.45,38.54,41,-0.6274863725,308,839,280,1.4702,2,4.5642857143,0.2410015649,2.9964285714,58300
12561,-121.46,38.54,48,-0.754662065,205,605,175,1.8333,2,5.72,0.2047952048,3.4571428571,58200
12565,-121.43,38.54,44,-0.3515564404,359,791,345,3.15,2,5.4463768116,0.191059074,2.2927536232,101500
12566,-121.44,38.54,44,-0.0343058862,509,1145,503,2.5694,2,5.1093439364,0.1980544747,2.2763419483,92400
12569,-121.42,38.54,29,-0.1316389072,493,1071,470,2.925,2,5.0170212766,0.2090754877,2.2787234043,94300
12570,-121.43,38.54,42,0.3104917493,688,1346,658,2.4618,2,5.047112462,0.2071665161,2.0455927052,101300
12573,-121.41,38.53,35,-0.2679969602,371,1110,342,3.1944,2,6.0263157895,0.180009704,3.2456140351,79000
12575,-121.42,38.53,37,-0.3152861166,367,1171,366,2.8298,2,5.349726776,0.1874361593,3.1994535519,71200
12577,-121.43,38.53,36,-0.5310715876,294,846,279,3.1208,2,5.3333333333,0.1975806452,3.0322580645,82700
12587,-121.5,38.53,37,0.4578686349,684,1508,657,3.5231,2,5.5433789954,0.1878088962,2.295281583,114300
12592,-121.51,38.51,31,-0.4819459591,217,542,236,6.6112,2,6.7584745763,0.1360501567,2.2966101695,251600
12594,-121.48,38.53,38,-0.5480589544,315,786,340,2.3487,2,4.2676470588,0.2170916609,2.3117647059,101600
12599,-121.49,38.52,37,-0.3409967259,413,955,384,3.1014,2,4.953125,0.2171398528,2.4869791667,96800
12605,-121.47,38.53,44,-0.9649381197,146,506,125,1.3646,2,4.344,0.2688766114,4.048,65400
12607,-121.49,38.5,32,-0.1288841991,439,1331,449,3.319,2,5.2650334076,0.1857021997,2.9643652561,84500
12622,-121.53,38.51,20,1.6010725132,1324,2595,1174,3.1607,2,5.2231686542,0.2159165036,2.2103918228,178900
12623,-121.52,38.5,19,1.0354391083,805,2519,855,4.8497,2,5.730994152,0.1642857143,2.9461988304,184400
12627,-121.48,38.52,34,-0.0384379484,497,1583,530,3.1583,2,4.8320754717,0.1940648184,2.9867924528,95800
12631,-121.5,38.49,29,0.441340386,690,2317,696,2.7368,2,5.1810344828,0.1913477537,3.3290229885,78200
12635,-121.47,38.49,17,0.4362900878,790,2760,770,2.3233,2,4.6688311688,0.2197496523,3.5844155844,78800
12645,-121.46,38.54,36,-0.3763488137,411,1226,391,1.5292,2,4.6675191816,0.2252054795,3.1355498721,55700
12653,-121.45,38.51,29,0.7236979704,901,2294,850,2.2245,2,4.9658823529,0.2134565269,2.6988235294,75900
12671,-121.46,38.48,8,0.4353718517,659,1710,530,3.5227,2,6.779245283,0.1834121904,3.2264150943,93100
12672,-121.42,38.49,17,4.8369363422,2444,7235,2335,3.363,2,5.6445396146,0.1854324734,3.0985010707,103000
12673,-121.42,38.48,13,2.4036108181,1992,4749,1882,1.9657,2,4.1870350691,0.2527918782,2.5233793836,116000
12677,-121.42,38.56,21,-0.26570137,748,2548,734,1.3571,2,2.8147138965,0.3620522749,3.4713896458,55000
12678,-121.39,38.56,19,2.6914778188,1470,3517,1453,4.3644,2,5.8547832072,0.1727988715,2.4205092911,137400
12681,-121.39,38.55,25,-0.2174939776,431,1053,422,3.5278,2,5.144549763,0.1985260249,2.4952606635,126200
12691,-121.37,38.57,22,1.0349799903,847,1701,826,5.2449,2,5.9309927361,0.172892427,2.0593220339,387000
12696,-121.42,38.6,23,0.4904660145,1078,2194,1018,1.7451,2,3.6473477407,0.2903312685,2.1552062868,89600
12700,-121.44,38.61,34,-1.1352709064,38,149,55,2.6442,2,3.1272727273,0.2209302326,2.7090909091,55000
12712,-121.4,38.59,25,-0.1913242502,534,1130,481,2.5363,2,4.632016632,0.2396768402,2.3492723493,124600
12743,-121.36,38.62,34,-0.0907774031,503,1077,456,3.058,2,5.3662280702,0.2055578259,2.3618421053,133000
12744,-121.36,38.63,30,-0.0118091031,370,940,359,4.7283,2,7.295264624,0.1412752959,2.6183844011,164500
12748,-121.37,38.63,37,-0.9874349028,86,253,99,4.8194,2,4.9898989899,0.1740890688,2.5555555556,141100
12750,-121.37,38.62,27,-0.4139964916,380,697,368,1.6678,2,4.7364130435,0.2180149168,1.8940217391,166100
12752,-121.38,38.62,41,-0.8588818563,144,356,150,3.5625,2,5.16,0.1860465116,2.3733333333,115300
12770,-121.42,38.62,41,-0.715177915,272,462,219,2.0224,2,4.9634703196,0.2502299908,2.1095890411,64900
12772,-121.43,38.63,43,-0.7509891208,225,604,218,1.6641,2,4.628440367,0.2229930624,2.7706422018,67000
12774,-121.43,38.62,36,-0.4038958951,438,1008,382,2.0639,2,4.6204188482,0.2481586402,2.6387434555,73000
12784,-121.44,38.64,25,-0.4438391631,367,971,307,1.0398,2,5.4657980456,0.2187127533,3.1628664495,62100
12786,-121.44,38.63,38,-0.4461347532,399,1116,382,1.3302,2,4.3795811518,0.2384937238,2.9214659686,62200
12793,-121.46,38.65,14,0.2397875737,551,1787,533,3.8125,2,5.9418386492,0.1739816861,3.3527204503,92600
12802,-121.46,38.62,35,0.3127873395,696,2511,649,1.9871,2,5.124807396,0.2092603728,3.8690292758,60900
12807,-121.46,38.6,29,-0.3061037561,538,823,490,1.9688,2,4.0367346939,0.271991911,1.6795918367,135600
12808,-121.45,38.61,34,-1.0131455122,116,263,100,0.9379,2,4.38,0.2648401826,2.63,67500
12813,-121.53,38.61,5,2.5271135664,1913,2933,1616,3.6788,2,5.0426980198,0.2347527304,1.8149752475,178800
12815,-121.5,38.62,8,6.4433903061,3457,7919,3329,3.7188,2,5.0102132773,0.2072666227,2.3787924302,134500
12817,-121.5,38.63,6,-0.8960704162,143,276,151,3.1944,2,4.5894039735,0.2063492063,1.8278145695,117000
12819,-121.49,38.61,6,0.8017480344,974,1982,914,3.4291,2,4.8041575492,0.2218173537,2.1684901532,105300
12821,-121.48,38.61,18,-0.520511873,315,1062,304,2.3438,2,4.9703947368,0.2084712111,3.4934210526,89400
12822,-121.51,38.69,28,-0.8469447877,149,450,158,2.1029,2,5.0632911392,0.18625,2.8481012658,108600
12828,-121.42,38.7,10,-0.0379788304,460,1478,433,4.0625,2,5.9168591224,0.1795472287,3.4133949192,96200
12829,-121.45,38.7,24,-0.2230033939,369,1141,355,3.9853,2,6.0816901408,0.1709124595,3.214084507,90400
12833,-121.42,38.68,32,-0.2418272328,345,1019,338,3.725,2,6.2662721893,0.1628895184,3.0147928994,112200
12840,-121.47,38.7,31,-0.7519073568,181,563,185,3.625,2,5.4432432432,0.1797418073,3.0432432432,91300
12844,-121.37,38.69,29,-0.2487140032,380,1124,387,3.0833,2,5.4341085271,0.1806942463,2.9043927649,87000
12845,-121.37,38.68,34,-0.715637033,187,663,190,3.3074,2,5.7157894737,0.1721915285,3.4894736842,84200
12852,-121.37,38.68,29,0.5106672076,646,2022,611,3.5429,2,6.1489361702,0.1719457014,3.3093289689,88200
12863,-121.39,38.69,30,0.1158257074,506,1508,478,3.865,2,6.0606694561,0.1746634449,3.1548117155,88400
12868,-121.35,38.68,18,2.4233528931,1558,3789,1473,3.5403,2,5.3788187373,0.1966426859,2.5723014257,98600
12869,-121.35,38.72,2,8.8390681522,3513,8652,2873,4.5432,2,7.6216498434,0.160432936,3.0114862513,151300
12872,-121.36,38.69,13,1.930719254,1400,4251,1421,3.6989,2,4.8205489092,0.204379562,2.9915552428,93300
12876,-121.37,38.66,9,0.2475925801,779,1929,769,2.3844,2,4.1404421326,0.244660804,2.5084525358,86000
12883,-121.34,38.67,34,-0.5241848172,264,731,285,4.0352,2,5.2736842105,0.1756487026,2.5649122807,118500
12888,-121.34,38.66,18,0.6975282431,963,2032,898,2.119,2,4.6369710468,0.2312680115,2.2628062361,133100
12891,-121.37,38.64,27,-0.4465938713,299,757,282,3.6786,2,5.9290780142,0.1788277512,2.6843971631,159700
12892,-121.35,38.65,20,-0.0673623839,546,1185,506,3.2243,2,4.9367588933,0.2185748599,2.3418972332,107900
12894,-121.33,38.65,23,-0.0912365211,523,1132,513,2.6266,2,4.7680311891,0.2138184791,2.2066276803,198500
12896,-121.33,38.65,24,0.4078247703,741,1496,723,2.8106,2,4.8865836791,0.2097367676,2.0691562932,183200
12900,-121.34,38.63,13,0.1782657586,540,1363,519,4.0036,2,5.8439306358,0.178041543,2.6262042389,161700
12906,-121.33,38.61,21,-0.088022695,518,1326,505,2.7079,2,4.8574257426,0.2111699959,2.6257425743,148000
12908,-121.33,38.6,25,0.7416035733,607,1635,640,6.2817,2,6.65625,0.1424882629,2.5546875,288200
12912,-121.31,38.62,31,0.2154543185,430,1121,456,6.244,2,6.8289473684,0.1380860629,2.4583333333,240000
12916,-121.31,38.61,17,-0.7587941272,151,316,159,6.6238,2,6.2389937107,0.1522177419,1.9874213836,326700
12922,-121.32,38.66,26,-0.6867125975,193,500,194,5.078,2,5.9226804124,0.1679721497,2.5773195876,163400
12927,-121.3,38.66,28,0.342630011,550,1546,553,4.2188,2,6.1320072333,0.1621940431,2.7956600362,139200
12928,-121.3,38.65,26,0.2512655243,447,1132,418,4.5278,2,7.6363636364,0.140037594,2.7081339713,144300
12929,-121.3,38.65,36,-0.4498076974,293,846,306,3.5852,2,5.4411764706,0.175975976,2.7647058824,121600
12930,-121.21,38.66,15,1.9720398761,1019,2829,990,5.4889,2,7.0101010101,0.1468299712,2.8575757576,232300
12934,-121.23,38.66,19,0.2746805435,546,1334,515,4.8088,2,6.2970873786,0.1683626272,2.5902912621,169500
12939,-121.27,38.66,19,-0.3460470241,266,678,255,6.1872,2,7.4156862745,0.1406663141,2.6588235294,188700
12944,-121.27,38.64,22,-0.481027723,280,657,273,4.3098,2,5.8498168498,0.1753287414,2.4065934066,213500
12946,-121.27,38.65,33,-0.303349048,289,842,276,5.2949,2,7.1884057971,0.1456653226,3.0507246377,173300
12952,-121.28,38.7,14,1.461041516,1246,2578,1038,3.0212,2,5.6136801541,0.2138321606,2.4836223507,112900
12955,-121.28,38.68,14,4.0389892175,2690,6068,2435,2.6016,2,4.698973306,0.235098759,2.4919917864,121200
12963,-121.31,38.72,11,-0.1555130444,420,1308,418,3.9506,2,5.5167464115,0.1821335646,3.1291866029,122200
12972,-121.32,38.67,10,0.5799940291,890,1898,798,2.8426,2,4.8972431078,0.2277379734,2.3784461153,130600
12973,-121.32,38.67,21,0.3720135645,706,1605,704,3.1382,2,4.9076704545,0.204341534,2.2798295455,91600
12986,-121.3,38.66,32,0.1240898318,492,1292,454,3.3188,2,6.4207048458,0.1687821612,2.845814978,117100
12990,-121.26,38.68,4,0.1998443057,827,1195,683,2.7477,2,4.5095168375,0.2685064935,1.7496339678,133000
12991,-121.24,38.7,13,0.2746805435,488,1585,480,5.7133,2,6.75625,0.1504779525,3.3020833333,166800
12996,-121.24,38.68,20,-0.5705557376,236,676,236,3.7426,2,5.9406779661,0.1683309558,2.8644067797,135500
13000,-121.25,38.67,14,1.6116322277,1034,2407,941,4.2262,2,6.5409139214,0.1679935012,2.5579171095,244300
13006,-121.28,38.68,16,0.3775229808,615,1478,601,3.75,2,5.768718802,0.1773867897,2.459234609,147300
13007,-121.28,38.67,23,-0.42134238,264,833,258,5.4797,2,6.6937984496,0.152866242,3.2286821705,160000
13012,-121.27,38.71,16,0.6598805652,666,1912,652,4.4609,2,6.2607361963,0.163155316,2.9325153374,142900
